Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
NOTIFICATION_NOT_ENOUGH_MATERIALS,Insufficient materials.,재료가 부족합니다.,materiais não é suficiente,素材が足りません。,Materiales insuficientes.,วัสดุที่ไม่เพียงพอ,Bahan tidak mencukupi.,Не хватает материалов,材料不够,材料不足,Kulang ang mga materyales,Nguyên liệu không đủ.
NOTIFICATION_COMBINATION_COMPLETE,{0} combination is complete.,{0} 조합이 완료되었습니다.,Terminei de fabricar {0},{0}の製作が完了しました。,He terminado de fabricar {0},ฉันสร้างเสร็จแล้ว {0},{0} Kombinasi selesai.,,我已经完成了{0}的制作工作！,我完成了製作{0},Natapos ko na ang paggawa ng {0},Hoàn tất {0} dung hợp.
NOTIFICATION_COMBINATION_COMPLETE_GREATER,Great success! {0} crafting is complete.,대성공! {0} 제작이 완료되었습니다.,Grande sucesso! {0} crafting concluída,大成功！{0}の製作が完了しました。,Gran éxito! {0} Se ha terminado la fabricación.,ความสำเร็จที่ดี! {0} หัตถกรรมเสร็จสมบูรณ์,Sukses besar! {0} Kerajinan selesai.,Огромный успех! {0} Крафт завершена,巨大的成功！ {0）卡夫丁完成,巨大的成功！ {0}製作完成,Napakamatagumpay na natapos ang paggawa ng {0},Thành công lớn! Hoàn thành {0} chế tạo .
NOTIFICATION_ITEM_ENHANCEMENT_COMPLETE,{0} upgrade is complete.,{0} 강화가 완료되었습니다.,Terminei de melhorar o {0},{0}のアップグレードが完了しました。,He terminado la mejora {0},ฉันอัพเกรดเสร็จแล้ว {0},{0} Upgrade selesai.,,我已经完成{0},我已經完成升級{0},Natapos ko na ang pag-upgrade ng {0},Hoàn tất {0} nâng cấp.
NOTIFICATION_ITEM_ENHANCEMENT_COMPLETE_GREATER,Great success! {0} upgrade is complete.,대성공! {0} 강화가 완료되었습니다.,Grande sucesso! {0} atualização concluída,大成功！{0}のアップグレードが完了しました。,Gran éxito! {0} mejora completada,ความสำเร็จที่ดี! {0} อัพเกรดเสร็จสมบูรณ์,Sukses besar! {0} Upgrade selesai.,Огромный успех! {0} завершено обновление,巨大的成功！ {0}升级完成,巨大的成功！ {0}升級完成,Napakamatagumay na natapos ang pag-upgrade ng {0},Thành công lớn! Hoàn tất {0} nâng cấp.
NOTIFICATION_ITEM_ENHANCEMENT_COMPLETE_FAIL,Upgrading of {0} failed.,{0} 강화가 실패했습니다.,Desculpe. não conseguiu atualizar {0},{0}のアップグレードに失敗しました。,Lo siento. No se pudo mejorar {0},ขออภัยไม่สามารถอัพเกรด {0},{0} Upgrade gagal.,К сожалению. не удалось обновить {0},很抱歉，无法升级{0},對不起。升級失敗{0},"Paumanhin, hindi matagumpay ang pag-upgrade ng {0}",{0} nâng cấp thất bại.
NOTIFICATION_NOT_ENOUGH_SLOTS,Workshop slots are full.,워크샵 슬롯이 부족합니다.,Slots de oficina não suficiente,使用できる工房スロットがありません。,No hay suficientes espacios en el taller.,ช่องเวิร์กช็อปไม่เพียงพอ,Slot Workshop penuh.,Не хватает слотов мастерских,没有足够的车间插槽,沒有足夠的工作坊插槽,Wala nang lagayan sa workshop,Ô rèn đã đầy.
NOTIFICATION_COMBINATION_FAIL,Combination failed.,조합이 실패했습니다.,"Oh, eu falhei em fabricar. Minha mão escorregou",製作が失敗しました。,"Oh, Fallé en la fabricación. Mi mano se resbaló.","โอ้, ฉันทำมันล้มเหลว มือของฉันลื่น ...",Kombinasi gagal.,,哦，我制作失败了。我的手滑了……,哦，我制造失敗了。我的手滑了…,"Naku, nabigo ako sa paggawa. Nadulas ang kamay ko...",Dung hợp thất bại.
NOTIFICATION_ITEM_ENHANCEMENT_START,Item upgrade started.,아이템 강화를 시작했습니다.,Leva tempo para melhorar um item....,アイテムのアップグレードを始めました。,Toma algún tiempo mejorar un objeto.,ต้องใช้เวลาพอสมควรในการอัพเกรดไอเทม ..,Upgrade item dimulai.,,升级物品需要一些时间。.,升級物品需要一些時間。,Kailangan ng kaunting oras upang ma-upgrade ang item...,Bắt đầu cường hóa trang bị.
NOTIFICATION_QUEST_REQUEST_REWARD,Received rewards for {0} quest.,{0} 퀘스트의 보상을 수령했습니다.,Recebeu {0} recompensas de quest.,[{0}]クエストの報酬を受け取りました。,Recibiste {0} premios de la misión.,รับรางวัลภารกิจ {0},{0} Terima hadiah misi.,,接收{0}任务奖励。,接收{0}任務獎勵。,Tanggapin ang {0} gantimpala sa misyon.,Nhận phần thưởng cho {0} nhiệm vụ .
NOTIFICATION_REQUEST_REDEEM_CODE,You can receive rewards after code verification. Please wait a moment.,코드 검사 후 리워드를 받을 수 있습니다. 잠시만 기다려주세요.,Você pode receber uma recompensa depois de verificar o código. Um momento por favor.,コード確認後に報酬を受け取ることができます。しばらくお待ちください。,"Puedes recibir un premio después de revisar el código. Sólo un momento, por favor.",คุณสามารถได้รับรางวัลหลังจากการตรวจสอบรหัส กรุณารอสักครู่.,Anda dapat menerima hadiah setelah verifikasi kode. Silakan tunggu sebentar.,"Вы можете получить вознаграждение после проверки коды. Минуту, пожалуйста.",您可以检查代码后可以得到奖励。请稍等一下。,檢查代碼後，您可以收到獎勵。請稍等片刻。,Maaari kang makatanggap ng reward pagkatapos suriin ang code. Sandali lang po muna.,Bạn có thể nhận được phần thưởng sau khi xác minh mã. Xin vui lòng chờ trong giây lát.
NOTIFICATION_BUY_FAIL,Purchase failed for {0}. Not paying {2}. ({1}),{0} 구매를 실패하여 {2}를 지불하지 않습니다. ({1}),{0} compra falhou e não será pago {2}. ({1}),{0}の購入に失敗して{2}を支払いません。({1}),{0} Compra fallida y no se pagará {2}. ({1}),{0} ซื้อล้มเหลวและจะไม่เสียเงิน {2} ({1}),{0} Pembelian gagal dan tidak akan dibayar {2}. ({1}),"{0} покупка не удалась, и не будет выплачена {2}. ({1})",{0}购买失败，将不支付{2}。 （{1}）,{0}購買失敗，不會支付{2}。 （{1}）,Nabigo ang pagbili ng {0} at hindi babayaran ang {2}. ({1}),Mua {0} không thành công. Hủy trả {2}. ({1})
NOTIFICATION_BUY_WISHLIST_FULL,You can select up to 20 items.,아이템은 최대 20개까지 선택할 수 있습니다.,Você pode selecionar até 20 itens.,あなたは20つの項目まで選択することができます。,Puedes seleccionar hasta 20 elementos.,คุณสามารถเลือกได้ถึง 20 รายการ,Anda dapat memilih hingga 20 item.,Вы можете выбрать до 20 пунктов.,您可以选择多达20个项目。,您可以選擇多達20個物品。,Maaari kang pumili ng hanggang 20 na mga aytem.,Bạn có thể chọn tối đa 20 mục.
NOTIFICATION_CLAIM_MONSTER_COLLECTION_REWARD_COMPLETE,Received Monster Collection rewards!,몬스터 콜렉션 보상을 받았습니다!,Você tem as recompensas de coleta monstro!,モンスターコレクションリワードを獲得しました！,Has recibido la recompensa de la collección de montruos!,คุณได้รับรางวัลคอลเลกชันมอนสเตอร์!,Anda menerima hadiah Koleksi Monster!,Вы получили награду коллекции монстра!,你有怪物收集奖励！,您獲得了Monster Collection獎勵！,Nakuha mo na ang gantimpala sa Monster Collection,Nhận phần thưởng Bộ sưu tập quái vật!
NOTIFICATION_MULTIPLE_SELL_START,{0}({1}) started shop registration.,{0}({1}) 상점 등록을 시작했습니다.,Vou pegar pronto para vender {0}({1}),{0}({1}) のマーケット登録をし始めました。,Estaré listo para vender {0}({1}),ฉันเตรียมตัวพร้อมที่จะขาย {0}({1}),{0}({1}) Pendaftaran toko telah dimulai.,Я готовьтесь продать {0}({1}),我会准备出售{0}（{1}）,我準備出售{0}（{1}）,Ihahanda ko nang ibenta ang {0}({1}),{0} ({1}) bắt đầu đăng ký cửa hàng.
NOTIFICATION_MULTIPLE_SELL_COMPLETE,{0}({1}) shop registration is complete.,{0}({1}) 상점 등록 완료했습니다.,Eu registrei para venda o {0}({1}),{0}({1}) のマーケット登録が完了しました。,Me he registrado para vender {0}({1}),ฉันลงทะเบียนเพื่อขาย {0}({1}),{0}({1}) Pendaftaran toko selesai.,I registered to sell {0}({1}),我已注册出售{0}（{1}）,我登記了賣{0}（{1}）,Narehistro ko na para ibenta ang {0},{0} ({1}) đăng ký cửa hàng hoàn tất.
NOTIFICATION_NOT_ENOUGH_ACTION_POWER,Insufficient Action Points.,행동력이 부족합니다.,Insuficiente Poder de ação.,アクションポイントが足りません。,Puntos de Acción insuficiente.,AP ไม่เพียงพอ,Poin Aksi tidak memadai.,Недостаточно Сила действия.,行动力不足。,行動點不足。,Hindi sapat ang Action Points.,Điểm AP không đủ.
NOTIFICATION_REREGISTER_COMPLETE,{0} re-registration is complete.,{0} 재등록을 완료했습니다.,Eu regando {0}.,{0}の再登録が完了しました。,He vuelto a registrar {0},ฉันลงทะเบียนใหม่แล้ว {0},{0} Pendaftaran ulang telah selesai.,Я переговорил {0}.,我已经重新注册了{0}。,我已經重新登記{0}。,Narehistro ko nang muli ang {0}.,{0} đăng ký lại hoàn tất.
NOTIFICATION_QUANTITY_CANNOT_CHANGED,Quantity cannot be changed during re-registration.,재등록 시에는 수량을 변경할 수 없습니다.,Quantidade não pode ser alterada após reregistências.,再登録の際に数量は変更できません。,La cantidad no puede ser cambiada al volver a registrar.,ปริมาณไม่สามารถเปลี่ยนแปลงได้เมื่อลงทะเบียนใหม่,Kuantitas tidak dapat diubah pada saat registrasi ulang.,Количество не может быть изменено при перегистрации.,在重新转化时无法更改数量。,重新分配時不能更改數量。,Hindi mababago ang dami sa muling pagpaparehistro.,Không thể thay đổi số lượng trong quá trình đăng ký lại.
NOTIFICATION_CHARACTER_IS_BEING_RESTORED,"Character recovery is in progress. Once complete, you can use the character again.",캐릭터 복구가 진행중입니다. 복구가 완료되면 캐릭터를 다시 사용할 수 있습니다.,"A recuperação do personagem está em andamento. Uma vez concluído, você pode usar o personagem novamente.",キャラクター復旧を進行中です。復旧が完了するとキャラクターが再び使用できます。,"El personaje se está restaurando. Cuando la recuperación este completa, el personaje estará disponible.",ตัวละครกำลังถูกกู้คืน เมื่อทำการกู้คืนสำเร็จ ตัวละครจะสามารถใช้งานได้,"Pemulihan karakter sedang berlangsung. Setelah selesai, Anda dapat menggunakan karakter kembali.",,,角色正在恢復。恢復完成後，角色可用。,"Ang karakter ay kasalukuyang ibinabalik. Kapag tapos na ang pagpapagaling, magiging magagamit muli ang karakter.","Đang tiến hành khôi phục nhân vật. Sau khi hoàn thành, bạn có thể sử dụng lại nhân vật."
NOTIFICATION_MULTIPLE_BUY_START,{0}({1}) requested purchase.,{0}({1}) 구매를 신청했습니다.,Compra efetuada ! Vou entregar o {0}({1}),{0}({1})の購入を試みます。,Compra terminada! Estoy entregando {0}({1}),ซื้อเสร็จ! กำลังจัดส่ง {0}({1}),{0}({1}) Mengajukan permohonan pembelian,,购买完成！ 我正在交付{0}({1}),購買完整！我正在交付{0}（{1}）,Matagumpay ang pagbili! Ihahatid ko na ang {0}({1}),{0} ({1}) yêu cầu mua hàng.
NOTIFICATION_MULTIPLE_SELL_CANCEL_START,{0}({1}) canceling sale.,{0}({1}) 판매를 취소합니다.,Vou cancelar a venda do {0}({1}),{0}({1})の販売登録をキャンセルしてみます。,Cancelaré la venta de {0}({1}),ยกเลิกการขาย {0}({1}),{0}({1}) Membatalkan penjualan,,我将取消出售{0}({1}),我將取消{0}（{1}）的銷售,Kakanselahin ko ang pagbebenta ng {0}({1}),{0} ({1}) hủy bán hàng.
NOTIFICATION_MULTIPLE_SELL_CANCEL_COMPLETE,Sale cancellation of {0}({1}) is complete.,{0}({1}) 판매 취소가 완료되었습니다.,Terminei de remover o registro do {0}({1}),{0}({1})の登録がキャンセルできました。,He cancelado la venta de {0}({1}),ฉันยกเลิกการลงทะเบียน {0}({1}) เสร็จแล้ว,{0}({1}) Pembatalan penjualan berhasil,,我已经完成了未注册的{0}({1}),我已經取消了{0}（{1}）的銷售,Nakansela ko na ang pagbebenta ng {0}({1}),Hủy bán {0} ({1}) hoàn tất.
NOTIFICATION_MULTIPLE_BUY_BUYER_COMPLETE,Delivery of {0}({2}) is complete. Paying {1}.,{0}({2}) 배달이 완료되었습니다. {1}를 지불합니다.,Com sucesso recebeu {0}({2}) e {1} pago.,{0}({2})の配送完了！{1}を払います。,Exitosamente recibido {0}({2}) y {1},ได้รับการประสบความสำเร็จ {0}({2}) และจ่ายเงิน {1},Berhasil menerima {0}({2}) dan dibayar {1}.,Успешно получил {0}({2}) и заплатил {1}.,成功接收的{0}({2})和支付{1}。,成功收到{0}（{2}）並付費{1}。,Matagumpay na natanggap ang {0}({2}) at nabayaran ng {1}.,Giao hàng {0} ({2}) đã hoàn tất. Trả {1}.
NOTIFICATION_MULTIPLE_BUY_SELLER_COMPLETE,{{{0}}} just purchased {1}({2}) item(s).,{{{0}}}가 방금 {1}({2}) 아이템을 구매했습니다.,{{{0}}} Comprou o seu {1}({2})!,{{{0}}}があなたの {1}({2})を購入しました！,{{{0}}} compró tu {1}({2})!,{{{0}}} ซื้อ {1}({2})ของคุณ!,{{{0}}} Baru saja membeli {1} item.,,{{{0}}}购买了您的{1}({2})！,{{{{0}}}購買了您的{1}（{2}）！,Binili ni {{{0}}} ang iyong {1}({2})!,{{{0}}} vừa mới mua {1} ({2}) trang bị.
NOTIFICATION_MULTIPLE_BUY_FAIL,Failed to purchase {0}({3}). Not paying {2}. ({1}),{0}({3}) 구매를 실패하여 {2}를 지불하지 않습니다. ({1}),{0}({3}) compra falhou e não será pago {2}. ({1}),{0}({3})の購入に失敗して{2}を支払いません。({1}),{0}({3}) compra fallida y no se pagará {2}.({1}),{0}({3}) ซื้อล้มเหลวและจะไม่ได้รับเงิน {2} ({1}),Pembelian gagal {0}({3}). Tidak membayar {2}. ({1}),"{0}({3}) покупка не удалась, и не будет выплачена {2}. ({1})",{0}({3})购买失败，将不支付{2}。 （{1}）,{0}（{3}）購買失敗，不會付費{2}。 （{1}）,Nabigo ang pagbili ng {0}({3}) at hindi babayaran ang {2}. ({1}),Không mua được {0} ({3}). Hủy trả {2}. ({1})
NOTIFICATION_MULTIPLE_REREGISTER_COMPLETE,{0}({1}) re-registration is complete.,{0}({1}) 재등록을 완료했습니다.,Eu regando {0}({1}).,{0}({1})の再登録が完了しました。,He vuelto a registrar {0}({1}),ฉันลงทะเบียนใหม่แล้ว{0}({1}),{0}({1}) Pendaftaran ulang selesai.,Я переговорил {0}({1}).,我已经重新注册了{0}({1})。,我已經重新登記{0}（{1}）。,Narehistro ko nang muli ang {0}({1}).,{0} ({1}) đăng ký lại hoàn tất.
NOTIFICATION_MISMATCH_MATERIAL,Cannot be used as material.,재료로 사용할 수 없습니다.,Não pode ser usado como um material,材料として使用できません。,No puede ser usado como un material.,ไม่สามารถใช้เป็นวัสดุได้,Tidak dapat digunakan sebagai bahan,Не может быть использован в качестве материала,不能用作材料,不能用作材料,Hindi maaaring gamitin bilang isang materyal,Không thể sử dụng làm nguyên liệu.
NOTIFICATION_REREGISTER_FAILE,Failed to re-register {0}.,{0} 재등록을 실패했습니다.,Eu falhei em Reregister {0}.,{0}の再登録に失敗しました。,He fallado en volver a registrar {0}.,ฉันล้มเหลวในการลงทะเบียน {0},{0} Pendaftaran ulang gagal.,Мне не удалось перерегистрировать {0}.,我未能重新检查{0}。,我未能重新登記{0}。,Nabigo ako sa muling pagrehistro ng {0}.,Không thể đăng ký lại {0}.
NOTIFICATION_MULTIPLE_REREGISTER_FAIL,{0}({1}) failed to re-register.,{0}({1}) 재등록을 실패했습니다.,Eu falhei em Reregister {0} ({1}).,{0}({1})再登録に失敗しました。,he fallado en volver a registrar {0}({1}).,ฉันล้มเหลวในการลงทะเบียน {0} ({1}),{0}({1}) Pendaftaran ulang gagal.,Мне не удалось перерегистрировать {0} ({1}).,我未能重新调整{0}（{1}）。,我未能重新登記{0}（{1}）。,Nabigo ako sa muling pagrehistro ng {0}({1}).,{0} ({1}) không thể đăng ký lại.
NOTIFICATION_REREGISTER_ALL_START,Bulk re-registration started.,일괄 재등록을 시작합니다.,O registro em massa começou.,一括再登録を開始します。,Estaré listo para volver a registrar todo,ฉันพร้อมที่จะลงทะเบียนใหม่ทั้งหมด,Pendaftaran ulang massal dimulai.,,开始批量重新注册。,我準備好重新登記所有物品,Ihahanda kong muling irehistro ang lahat,Bắt đầu đăng ký lại số lượng lớn.
NOTIFICATION_REREGISTER_ALL_COMPLETE,Bulk re-registration is complete.,일괄 재등록이 완료되었습니다.,O re-registro em massa está completo.,一括再登録が完了しました。,He vuelto a registrar todo.,ลงทะเบียนใหม่ทั้งหมดเสร็จสิ้น,Pendaftaran ulang massal selesai.,,批量重新注册已完成。,我已經重新登記所有物品,Narehistro ko nang muli ang lahat,Hoàn tất đăng ký lại số lượng lớn.
NOTIFICATION_CANCELREGISTER_ALL_START,Bulk registration cancellation started.,일괄 등록 취소를 시작합니다.,O cancelamento do registro em massa começou.,一括登録をキャンセルします。,Estaré listo para cancelar todo,ฉันพร้อมที่จะยกเลิกทั้งหมด,Pembatalan pendaftaran massal dimulai.,,开始取消批量注册。,我準備取消所有物品,Ihahanda kong kanselahin ang lahat,Bắt đầu hủy đăng ký số lượng lớn.
NOTIFICATION_CANCELREGISTER_ALL_COMPLETE,Bulk registration cancellation is complete.,일괄 등록 취소가 완료되었습니다.,O cancelamento do registro em massa está completo.,一括登録のキャンセルが完了しました。,He cancelado todo,ฉันยกเลิกทั้งหมด,Pembatalan pendaftaran massal selesai.,,批量注册取消已完成。,我已經取消了所有物品,Nagawa ko nang kanselahin ang lahat,Hoàn tất hủy đăng ký số lượng lớn.
NOTIFICATION_NO_DCC_PROFILE,No set profile. Please check on the D:CC website.,설정된 프로필이 없습니다. D:CC 웹페이지에서 확인해주세요.,"Nenhum perfil definido. Por favor, verifique no site D: CC.",プロフィールが設定されていません。D:CCウェブサイトで確認してください。,No se ha configurado ningún perfil. Por favor revisa la página de D:CC,ไม่มีโปรไฟล์ที่ตั้งไว้ โปรดตรวจสอบที่ D:CC page,Tidak ada profil yang ditetapkan. Silakan cek di website D:CC.,,没有设置的配置文件。请在 D:CC 网站上检查。,尚未設置個人資料。請在D：CC頁面上檢查它。,Walang na-set up na profile. Mangyaring tingnan ito sa pahina ng D:CC.,Không có hồ sơ được cài đặt. Vui lòng kiểm tra trang web D:CC.
PUSH_PROSPERITY_METER_CONTENT,You can now charge 120 Action Points!,지금 120 행동력을 충전할 수 있습니다!,O medidor de prosperidade está cheio. Obtenha recompensas agora!,アクションポイントが回復できます！,El baul de bendiciones está lleno. !Obten tus recompensas ahora!,หลอดความมั่งคั่งเต็มแล้ว รับรางวัลเลย!,Anda sekarang dapat menagih 120 Poin Aksi!,Измеритель процветания полон. Получите награды сейчас!,繁荣表已满。立即获得奖励！,繁榮表已滿。立即獲得獎勵！,Ang prosperity meter ay puno na. Kunin ang gantimpala ngayon!,Hiện tại bạn có thể nạp 120 AP!
PUSH_WORKSHOP_CRAFT_COMPLETE_CONTENT,Crafting of {0} is complete!,{0} 제작이 완료되었습니다!,Criação terminada {0}.,{0}の製作が完了しました！,Terminado de elaboración {0}.,เสร็จสิ้นการสร้าง {0},{0} Produksi selesai!,Закончено крафт {0}.,完成的工艺{0}。,完成的製作{0}。,Tapos na ang paggawa ng {0}.,Hoàn tất {0} chế tạo!
PUSH_WORKSHOP_UPGRADE_COMPLETE_CONTENT,Upgrade of {0} is complete!,{0} 업그레이드가 완료되었습니다!,Atualização terminada {0}.,{0}のアップグレードが完了しました！,Terminado de actualización {0}.,อัพเกรดเสร็จแล้ว {0},{0} Upgrade selesai!,Закончена обновлением {0}.,完成升级{0}。,完成的升級{0}。,Tapos na ang pag-upgrade ng {0}.,Hoàn tất {0} nâng cấp!
PUSH_ARENA_SEASON_START_CONTENT,Arena {0} {1} has started!,아레나 {0} {1} 이 시작되었습니다!,Arena {0} {1} é iniciado!,アリーナ {0} {1}がスタートしました！,{0} {1} Comenzó!,{0} {1} เริ่มต้นขึ้น!,Arena {0} {1} dimulai!,Aрену {0} {1} начинается!,竞技场 {0} {1}开始！,{0} {1}開始！,Nagsimula na ang {0} {1},Đấu trường {0} {1} đã bắt đầu!
PUSH_ARENA_TICKET_CONTENT,Arena tickets will soon be fully replenished!,아레나 입장권이 곧 모두 채워집니다!,O ingresso da arena será reabastecido em breve. Desafio agora!,アリーナチケットはまもなくリフィールされます。今すぐ挑戦！,Los tickets de la arena se refrescaran pronto. !Participa ahora!,ตั๋ว Arena จะได้รับการเติมในไม่ช้า ท้าทายตอนนี้!,Tiket Arena akan segera terisi penuh!,Билет на арену скоро будет пополнена. Вызов!,竞技场票将很快再填写。现在挑战！,競技場門票將很快補充。立即挑戰！,Ang arena tiket ay malapit nang mapunang muli. Maghamon na ngayon!,Vé đấu trường sẽ sớm được bổ sung!
PUSH_WORLDBOSS_SEASON_START_CONTENT,World Boss Season {0} has started!,월드보스 시즌 {0} 이 시작되었습니다.,A temporada Worldboss {0} é iniciada!,World Bossシーズン{0}が始まりました！,¡Se inicia la temporada del Jefe Mundial {0}!,ซีซั่น WorldBoss {0} เริ่มต้นขึ้นแล้ว!,World Boss Season {0} telah dimulai!,Worldboss Season {0} начинается!,Worldboss季节{0}开始了！,世界Boss季節{0}開始了！,Ang Worldboss season {0} ay nagsimula na!,Mùa Boss thế giới {0} đã bắt đầu!
PUSH_WORLDBOSS_TICKET_CONTENT,World Boss tickets will soon be fully replenished!,월드보스 입장권이 곧 모두 채워집니다!,O ingresso Worldboss será reabastecido em breve. Desafio agora!,World Bossチケットはまもなくリフィルされます。今すぐ挑戦！,Los tickets del Jefe Mundial se refrescaran pronto. ¡Participa ahora!,ตั๋ว WorldBoss จะได้รับการเติมในไม่ช้า ท้าทายตอนนี้!,Tiket World Boss akan segera terisi penuh!,Билет Worldboss скоро будет пополнена. Вызов!,Worldboss门票将很快再收取。现在挑战！,世界Boss門票即將補滿。立即挑戰！,Ang tiket ng Worldboss ay malapit ng malamanang muli. Maghamon na ngayon!,Vé Boss thế giới sẽ sớm được bổ sung!
NOTIFICATION_SUMMONING,Summoning in progress. Please retry after completion.,소환을 진행중입니다. 완료된 후 다시 시도해주세요.,"A convocação está em andamento. Por favor, tente novamente depois de concluir.",召喚が進行中です。完了したらもう一度やり直してください。,La invocación está en progreso. Vuelva a intentarlo después de que esté completo.,อัญเชิญกำลังดำเนินการอยู่ โปรดลองอีกครั้งหลังจากเสร็จสิ้น,Pemanggilan sedang berlangsung. Silakan coba lagi setelah selesai.,"Призыв в процессе. Пожалуйста, попробуйте еще раз после завершения.",召唤正在进行中。完成后，请重试。,召喚正在進行中。完成後，請重試。,Si Summon ay nasa pag -unlad. Mangyaring subukang muli pagkatapos makumpleto ito.,Đang triệu hồi. Hãy thử lại sau khi hoàn thành.
NOTIFICATION_MATERIAL_NOT_ENOUGH,Insufficient materials for summoning.,소환에 필요한 재료가 부족합니다.,Você não tem os materiais necessários para convocar.,召喚に必要な素材が不足しています。,Te falta los materiales requeridos para la invocación.,คุณขาดวัสดุที่จำเป็นสำหรับการอัญเชิญ,Bahan untuk pemanggilan tidak mencukupi.,Вам не хватает необходимых материалов для вызова.,您缺少召唤所需的材料。,您缺少召喚所需的材料。,Kulang ka ng mga kinakailangang materyales para sa Summon.,Không đủ nguyên liệu triệu hồi.
