Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
COLLECTION_NAME_41,+2 War Armor Group,+2 전쟁 갑옷 그룹,+2 Armadura de Guerra Grupo,+2 ウォーアーマー グループ,+2 Armadura de Guerra Grupo,+2 ชุดเกราะสงคราม กลุ่ม,+2 Baju Zirah Perang Kelompok,+2  Группа,+2 战争装甲 群组,+2 戰爭盔甲 群組,+2 Baluting Pandigmaan Grupo,+2 áo giáp chiến tranh Nhóm
COLLECTION_NAME_42,+2 Ancient Armor Group,+2 고대의 갑옷 그룹,+2 Armadura Ancestral Grupo,+2 太古の鎧 グループ,+2 Armadura Antigua Grupo,+2 ชุดเกราะโบราณ กลุ่ม,+2 Baju Zirah Kuno Kelompok,+2  Группа,+2 古代盔甲 群组,+2 古老的盔甲 群組,+2 Sinaunang baluti Grupo,+2 áo giáp cổ Nhóm
COLLECTION_NAME_43,+2 Basic Belt (Wind),+2 허리끈 (Wind),+2 Cinto (Vento),+2 ベルト (風),+2 Cinturón Básico (Viento),+2 เข็มขัดธรรมดา (ธาตุลม),+2 Sabuk (udara),+2  (Воздух),+2 腰带 (风),+2 基本款腰帶 (風),+2 Pangunahing Sinturon (Hangin),+2 Thắt lưng cơ bản (Gió)
COLLECTION_NAME_44,+2 Leather Belt Group,+2 가죽 벨트 그룹,+2 Cinto de Couro Grupo,+2 レザーベルト グループ,+2 Cinturón de Cuero Grupo,+2 เข็มขัดหนัง กลุ่ม,+2 Sabuk kulit Kelompok,+2  Группа,+2 皮腰带 群组,+2 皮帶 群組,+2 Balat na Sinturon Grupo,+2 Dây đai da Nhóm
COLLECTION_NAME_45,+2 Solid Belt Group,+2 견고한 벨트 그룹,+2 Cinto Sólido Grupo,+2 ソリッドベルト グループ,+2 Cinturón Sólido Grupo,+2 เข็มขัดแข็ง กลุ่ม,+2 Sabuk Solid Kelompok,+2  Группа,+2 实心腰带 群组,+2 實心腰帶 群組,+2 Matatag na Sinturon Grupo,+2 Dây đai rắn Nhóm
COLLECTION_NAME_46,+2 War Belt (Land),+2 전쟁 벨트 (Land),+2 Cinto de Guerra (Terra),+2 ウォーベルト (地),+2 Cinturón de Guerra (Tierra),+2 เข็มขัดสงคราม (ธาตุดิน),+2 Sabuk Perang (tanah),+2  (Земля),+2 战争腰带 (土),+2 戰爭腰帶 (土),+2 Sinturong Pandigmaan (Lupa),+2 Vành đai chiến tranh (Đất)
COLLECTION_NAME_47,+2 Legendary Belt Group,+2 전설의 벨트 그룹,+2 Cinto Lendário Grupo,+2 伝説のベルト グループ,+2 Cinturón Legendario Grupo,+2 เข็มขัดในตำนาน กลุ่ม,+2 Sabuk Legendaris Kelompok,+2  Группа,+2 传奇腰带 群组,+2 傳奇腰帶 群組,+2 Maalamat na sinturon Grupo,+2 Dây đai huyền thoại Nhóm
COLLECTION_NAME_48,+2 Thin Necklace (Land),+2 얇은 목걸이 (Land),+2 Colar Fino (Terra),+2 細いネックレス (地),+2 Collar Delgado (Tierra),+2 สร้อยคอเส้นบาง (ธาตุดิน),+2 Kalung Tipis (tanah),+2  (Земля),+2 细项链 (土),+2 細項鍊 (土),+2 Manipis na kuwintas (Lupa),+2 Dây chuyền mỏng (Đất)
COLLECTION_NAME_49,+2 Guardian Necklace Group,+2 수호의 목걸이 그룹,+2 Colar do Guardião Grupo,+2 ガーディアンネックレス グループ,+2 Collar Guardián Grupo,+2 สร้อยคอผู้พิทักษ์ กลุ่ม,+2 Kalung Penjaga Kelompok,+2  Группа,+2 守护项链 群组,+2 守護者項鍊 群組,+2 Kuwintas ng Tagapagtanggol Grupo,+2 Dây chuyền bảo vệ Nhóm
COLLECTION_NAME_50,+2 Mana Necklace Group,+2 마력의 목걸이 그룹,+2 Colar de Mana Grupo,+2 マナネックレス グループ,+2 Collar De Maná Grupo,+2 สร้อยคอมานา กลุ่ม,+2 Kalung Mana Kelompok,+2  Группа,+2 法力项链 群组,+2 法力項鍊 群組,+2 Kuwintas ng Mana Grupo,+2 Vòng cổ ma thuật Nhóm
COLLECTION_NAME_51,+2 Warrior's Necklace (Normal),+2 전사의 목걸이 (Normal),+2 Colar do Guerreiro (Normal),+2 戦士のネックレス (ノーマル),+2 Collar del Guerrero (Normal),+2 สร้อยคอของนักรบ (ธรรมดา),+2 Kalung Pendekar (normal),+2  (Нормально),+2 战士的项链 (普通),+2 戰士的項鍊 (普通),+2 Kuwintas ng Mandirigma (Normal),+2 Vòng cổ của chiến binh (Bình thường)
COLLECTION_NAME_52,+2 Legendary Necklace Group,+2 전설의 목걸이 그룹,+2 Colar Lendário Grupo,+2 伝説のネックレス グループ,+2 Collar Legendario Grupo,+2 สร้อยคอในตำนาน กลุ่ม,+2 Kalung Legendaris Kelompok,+2  Группа,+2 传奇项链 群组,+2 傳奇項鍊 群組,+2 Maalamat na Kuwintas Grupo,+2 Dây chuyền huyền thoại Nhóm
COLLECTION_NAME_53,+2 Thin Ring Group,+2 얇은 반지 그룹,+2 Anel Fino Grupo,+2 細いリング グループ,+2 Anillo Delgado Grupo,+2 แหวนบาง กลุ่ม,+2 Cincin Tipis Kelompok,+2  Группа,+2 细环 群组,+2 細環 群組,+2 Manipis na Singsing Grupo,+2 Vòng mỏng Nhóm
COLLECTION_NAME_54,+2 Guardian Ring Group,+2 수호의 반지 그룹,+2 Anel do Guardião Grupo,+2 ガーディアンリング グループ,+2 Anillo Guardián Grupo,+2 แหวนผู้พิทักษ์ กลุ่ม,+2 Cincin Penjaga Kelompok,+2  Группа,+2 守护戒指 群组,+2 守護者戒指 群組,+2 Singsing ng Tagapagtangol Grupo,+2 Vòng bảo vệ Nhóm
COLLECTION_NAME_55,+2 Mana Ring Group,+2 마나 반지 그룹,+2 Anel de Mana Grupo,+2 マナリング グループ,+2 Anillo de Maná Grupo,+2 แหวนมานา กลุ่ม,+2 Cincin Mana Kelompok,+2  Группа,+2 法力戒指 群组,+2 法力戒指 群組,+2 Singsing ng Mana Grupo,+2 Vòng quản lý Nhóm
COLLECTION_NAME_56,+2 Warrior's Ring Group,+2 전사의 반지 그룹,+2 Anel do Guerreiro Grupo,+2 戦士のリング グループ,+2 Anillo del Guerrero Grupo,+2 แหวนของนักรบ กลุ่ม,+2 Cincin Pendekar Kelompok,+2  Группа,+2 战士之戒 群组,+2 戰士的戒指 群組,+2 Singsing ng Mandirigma Grupo,+2 Nhẫn chiến binh Nhóm
COLLECTION_NAME_57,+2 Ancient Ring Group,+2 고대의 반지 그룹,+2 Anel antigo Grupo,+2 古代の指輪 グループ,+2 Anillo Antiguo Grupo,+2 แหวนโบราณ กลุ่ม,+2 Cincin kuno Kelompok,+2 Древнее кольцо Группа,+2 古戒指 群组,+2 古老的戒指 群組,+2 Maalamat na Singsing Grupo,+2 Nhẫn cổ Nhóm
COLLECTION_NAME_58,+2 Ancient Belt Group,+2 고대의 벨트 그룹,+2 Cinto antigo Grupo,+2 古代のベルト グループ,+2 Cinturón antiguo Grupo,+2 เข็มขัดโบราณ กลุ่ม,+2 Sabuk kuno Kelompok,+2 Древний пояс Группа,+2 古代皮带 群组,+2 古代腰帶 群組,+2 Sinaunang Sinturon Grupo,+2 Vành đai cổ đại Nhóm
COLLECTION_NAME_59,+2 Ancient Necklace Group,+2 고대의 목걸이 그룹,+2 Colar antigo Grupo,+2 古代のネックレス グループ,+2 Collar antiguo Grupo,+2 สร้อยคอโบราณ กลุ่ม,+2 Kalung kuno Kelompok,+2 Древнее ожерелье Группа,+2 古老的项链 群组,+2 古老的項鍊 群組,+2 Sinaunang Kuwintas Grupo,+2 Dây chuyền cổ Nhóm
COLLECTION_NAME_60,+4 Long Sword (Normal),+4 롱 소드 (Normal),+4 Espada Longa (Normal),+4 ロングソード (ノーマル),+4 Espada Larga (Normal),+4 ดาบยาว (ธรรมดา),+4 Pedang Panjang (normal),+4  (Нормально),+4 长剑 (普通),+4 長劍 (普通),+4 Mahabang Espada (Normal),+4 Long Kiếm (Bình thường)
COLLECTION_NAME_61,+4 Long Sword (Wind),+4 롱 소드 (Wind),+4 Espada Longa (Vento),+4 ロングソード (風),+4 Espada Larga (Viento),+4 ดาบยาว (ธาตุลม),+4 Pedang Panjang (udara),+4  (Воздух),+4 长剑 (风),+4 長劍 (風),+4 Mahabang Espada (Hangin),+4 Long Kiếm (Gió)
COLLECTION_NAME_62,+4 Gladiator Sword (Normal),+4 검투사 검 (Normal),+4 Espada do Gladiador (Normal),+4 グラディエーターソード (ノーマル),+4 Espada de Gladiador (Normal),+4 ดาบกลาดิเอเตอร์ (ธรรมดา),+4 Pedang Gladiator (normal),+4  (Нормально),+4 角斗士剑 (普通),+4 角斗士劍 (普通),+4 Espada ng Manlalaban (Normal),+4 Võ sĩ giác đấu. (Bình thường)
COLLECTION_NAME_63,+4 Gladiator Sword (Wind),+4 검투사 검 (Wind),+4 Espada do Gladiador (Vento),+4 グラディエーターソード (風),+4 Espada de Gladiador (Viento),+4 ดาบกลาดิเอเตอร์ (ธาตุลม),+4 Pedang Gladiator (udara),+4  (Воздух),+4 角斗士剑 (风),+4 角斗士劍 (風),+4 Espada ng Manlalaban (Hangin),+4 Võ sĩ giác đấu. (Gió)
COLLECTION_NAME_64,+4 Black Crow Sword (Land),+4 까마귀의 검 (Land),+4 Espada do Corvo Negro (Terra),+4 ブラッククロウソード (地),+4 Espada del cuervo Negro (Tierra),+4 ดาบอีกาดำ (ธาตุดิน),+4 Pedang Gagak Hitam (tanah),+4  (Земля),+4 黑乌鸦剑 (土),+4 黑烏鴉劍 (土),+4 Espada ng Itim na Uwak (Lupa),+4 Hắc Nha bảo kiếm. (Đất)
COLLECTION_NAME_65,+4 Black Crow Sword (Wind),+4 까마귀의 검 (Wind),+4 Espada do Corvo Negro (Vento),+4 ブラッククロウソード (風),+4 Espada del cuervo Negro (Viento),+4 ดาบอีกาดำ (ธาตุลม),+4 Pedang Gagak Hitam (udara),+4  (Воздух),+4 黑乌鸦剑 (风),+4 黑烏鴉劍 (風),+4 Sebak ng Itim na Uwak (Hangin),+4 Hắc Nha bảo kiếm. (Gió)
COLLECTION_NAME_66,+4 Heavy Sword (Water),+4 무거운 검 (Water),+4 Espada Pesada (Água),+4 ヘヴィソード (水),+4 Espada Pesada (Agua),+4 ดาบหนัก (ธาตุน้ำ),+4 Heavy Sword (air),+4  (Вода),+4 重剑 (水),+4 重劍 (水),+4 Mabigat na Espada (Tubig),+4 Kiếm nặng (Nước)
COLLECTION_NAME_67,+4 Heavy Sword (Land),+4 무거운 검 (Land),+4 Espada Pesada (Terra),+4 ヘヴィソード (地),+4 Espada Pesada (Tierra),+4 ดาบหนัก (ธาตุดิน),+4 Heavy Sword (tanah),+4  (Земля),+4 重剑 (土),+4 重劍 (土),+4 Mabigat na Espada (Lupa),+4 Kiếm nặng (Đất)
COLLECTION_NAME_68,+4 Heavy Sword (Wind),+4 무거운 검 (Wind),+4 Espada Pesada (Vento),+4 ヘヴィソード (風),+4 Espada Pesada (Viento),+4 ดาบหนัก (ธาตุลม),+4 Heavy Sword (udara),+4  (Воздух),+4 重剑 (风),+4 重劍 (風),+4 Mabigat na Espada (Hangin),+4 Kiếm nặng (Gió)
COLLECTION_NAME_69,+4 War Sword (Normal),+4 전쟁 검 (Normal),+4 Espada de Guerra (Normal),+4 ウォーソード (ノーマル),+4 Espada de Guerra (Normal),+4 ดาบสงคราม (ธรรมดา),+4 Pedang Perang (normal),+4  (Нормально),+4 战争剑 (普通),+4 戰劍 (普通),+4 Espadang Pandigmaan (Normal),+4 binh đao (Bình thường)
COLLECTION_NAME_70,+4 War Sword (Fire),+4 전쟁 검 (Fire),+4 Espada de Guerra (Fogo),+4 ウォーソード (火),+4 Espada de Guerra (Fuego),+4 ดาบสงคราม (ธาตุไฟ),+4 Pedang Perang (api),+4  (Огонь),+4 战争剑 (火),+4 戰劍 (火),+4 Espadang Pandigmaan (Apoy),+4 binh đao (Ngọn lửa)
COLLECTION_NAME_71,+4 War Sword (Water),+4 전쟁 검 (Water),+4 Espada de Guerra (Água),+4 ウォーソード (水),+4 Espada de Guerra (Agua),+4 ดาบสงคราม (ธาตุน้ำ),+4 Pedang Perang (air),+4  (Вода),+4 战争剑 (水),+4 戰劍 (水),+4 Espadang Pandigmaan (Tubig),+4 binh đao (Nước)
COLLECTION_NAME_72,+4 War Sword (Land),+4 전쟁 검 (Land),+4 Espada de Guerra (Terra),+4 ウォーソード (地),+4 Espada de Guerra (Tierra),+4 ดาบสงคราม (ธาตุดิน),+4 Pedang Perang (tanah),+4  (Земля),+4 战争剑 (土),+4 戰劍 (土),+4 Espadang Pandigmaan (Lupa),+4 binh đao (Đất)
COLLECTION_NAME_73,+4 War Sword (Wind),+4 전쟁 검 (Wind),+4 Espada de Guerra (Vento),+4 ウォーソード (風),+4 Espada de Guerra (Viento),+4 ดาบสงคราม (ธาตุลม),+4 Pedang Perang (udara),+4  (Воздух),+4 战争剑 (风),+4 戰劍 (風),+4 Espadang Pandigmaan (Hangin),+4 Chiến tranh Kiếm (Gió)
COLLECTION_NAME_74,+4 Dainsleif (Normal),+4 다인슬레이프 (Normal),+4 Dainsleif (Normal),+4 ダーインスレイヴ (ノーマル),+4 Dainsleif (Normal),+4 Dainsleif (ธรรมดา),+4 Dainsleif (normal),+4  (Нормально),+4 戴斯莱夫 (普通),+4 丹斯萊夫 (普通),+4 Dainsleif (Normal),+4 Dainleif (huyện) (Bình thường)
