Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
BUFF_DESCRIPTION_303010,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_303011,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_303012,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_304000,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_304001,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305000,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305001,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305002,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305003,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305004,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305005,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305006,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305007,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305008,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305009,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305010,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305011,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_305012,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306000,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306001,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306002,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306003,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306004,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306005,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306006,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306007,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306008,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306009,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306010,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306011,Enhance SPD by {0}%,SPD {0}% 증가,Enfraquecer SPD por {0}%,SPD{0}％強化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_306012,Enhance SPD by {0}%,SPD {0}% 증가,Enfraquecer SPD por {0}%,SPD{0}％強化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_103004,Enhance DEF by {0}%,DEF {0}% 강화,Melhorar o DEF por {0}%,DEF{0}％強化,Aumenta la defensa DEF en {0}%,เพิ่ม DEF {0}%,Tingkatkan DEF dengan {0}%,Усилить DEF на {0}%,增强def {0}％。,增強防禦力（0）%,Palakasin ang DEF ng {0}%,Tăng DEF lên {0}%
BUFF_DESCRIPTION_709000,Weaken SPD by {0}%,SPD {0}% 감소,Enfraquecer SPD por {0}%,SPD{0}％弱化,Disminuye la velocidad SPD en {0}%,ลด SPD {0}%,Lemah SPD dengan {0}%,Ослабьте СПД {0}%,{0}％削弱了SPD。,削弱速度（0）%,Pahinain ang SPD ng {0}%,Giảm SPD đi {0}%
BUFF_DESCRIPTION_202005,Weaken ATK by {0}%,ATK {0}% 약화,Enfraquecer Atk por {0}%,ATK {0}％弱化,Disminuye el ataque ATK en {0}%,ลด ATK {0}%,Melemahkan ATK dengan {0}%,Ослабьте ATK на {0}%,{0}％削弱了ATK。,削弱攻擊力（0）%,Pahinain ang ATK ng {0}%,Giảm ATK đi {0}%
BUFF_DESCRIPTION_203004,Weaken DEF by {0}%,DEF {0}% 약화,Enfraquecer Def por {0}%,DEF{0}％弱化,Disminuye la defensa DEF en {0}%,ลด DEF {0}%,Melemahkan DEF dengan {0}%,Ослабьте DEF by {0}%,{0}％削弱了DEF。,削弱防禦力（0）%,Pahinain ang DEF ng {0}%,Giảm DEF đi {0}%
