Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
CHARACTER_NAME_202007,Fox Tribe Chief,여우부족 대장,Raposa Gatuna,フォックス・チーフ,Jefe de la Tribu Zorro,หัวหน้าเผ่าจิ้งจอก,Kepala suku Rubah,Вождь Фокс,狐狸酋长,狐族领袖,Tribong Lobo Pinuno,Chủ tế bộ tộc cáo
CHARACTER_NAME_203000,Pig Tribe Henchman,돼지부족 졸개,Porco Capanga,ピッグ・ヘンチマン,Secuaz de la Tribu Cerdo,ลูกกะจ๊อกเผ่าหมู,Antek Babi,Приспешник Пиг,猪仆从,豬族追隨者,Tribong Baboy Alipores,Học viên bộ tộc lợn
CHARACTER_NAME_203001,Pig Tribe Trainee,돼지부족 훈련병,Porco Estagiário,ピッグ・トレイニー,Aprendiz de la Tribu Cerdo,ลูกหมูฝึกหัด,Babi Trainee,Стажер Пиг,猪实习生,豬族學徒,Tribong Baboy Baguhan,Học viên bộ tộc lợn
CHARACTER_NAME_203002,Pig Tribe Apprentice Wizard,돼지부족 견습 마법사,Porco Aprendiz de Mago,ピッグ・マジシャン,Aprendiz de mago de la Tribu Cerdo,พ่อมดฝึกหัดเผ่าหมู,Babi penyihir pemula,Ученик Волшебника Пиг,猪学徒巫师,豬族學徒巫師,Tribong Baboy Nagsasanay na Salamangkero,Phù thủy tập sự bộ tộc lợn
CHARACTER_NAME_203003,Pig Tribe Warrior,돼지부족 전사,Porco Guerreiro,ピッグ・ウォーリアー,Guerrero de la Tribu Cerdo,นักรบเผ่าหมู,Pendekar Babi,Воин Пиг,猪战士,豬族戰士,Tribong Baboy Mandirigma,Chiến binh bộ tộc lợn
CHARACTER_NAME_203004,Pig Tribe Paladin,돼지부족 성기사,Porco Paladino,ピッグ・パラディン,Paladín de la Tribu Cerdo,นักรบเวทย์เผ่าหมู,Babi Paladin,Паладин Пиг,猪圣骑士,豬族聖騎士,Tribong Baboy Manlalaban,Paladin bộ tộc lợn
CHARACTER_NAME_203005,Pig Tribe Butcher,돼지부족 도살자,Porco Invasor,ピッグ・ブッチャー,Carnicero de la Tribu Cerdo,นักฆ่าเผ่าหมู,Babi Penjajah,Мясник Пиг,猪闯入者,豬族屠夫,Tribong Baboy Matadero,Thợ mổ bộ tộc lợn
CHARACTER_NAME_203006,Pig Tribe Wizard,돼지부족 마도사,Porco Gatuno,ピッグ・ウィザード,Mago de la Tribu Cerdo,พ่อมดเผ่าหมู,Babi Penjagal,Волшебник Пиг,猪巫师,豬族巫師,Tribong Baboy Salamangkero,Phù thủy bộ tộc lợn
CHARACTER_NAME_203007,Saehrimnir,제림니르,Saehrímnir,セーフリームニル,Saehrimnir,Saehrimnir,Saehrimnir,сехримнир,沙赫利姆尼尔,薩赫里姆尼爾,Saehrimnir,Saehrimnir
CHARACTER_NAME_204000,Remnants of Yggdrasil,이그드라실의 부산물,Casca de Yggdrasill,ユグドラシルの残滓,Restos de Yggdrasill,เศษเสี้ยวของ Yggdrasil,Sisa-sisa Yggdrasil,Останки Игдрасиля,伊格德拉西尔的树皮,世界樹殘餘物,Labi ng Yggdrasil,Dư thừa của Yggdrasil
CHARACTER_NAME_204010,Remnants of Yggdrasil,이그드라실의 부산물,Casca de Yggdrasill,ユグドラシルの残滓,Restos de Yggdrasill,เศษเสี้ยวของ Yggdrasil,Sisa-sisa Yggdrasil,Останки Игдрасиля,伊格德拉西尔的树皮,世界樹殘餘物,Labi ng Yggdrasil,Dư thừa của Yggdrasil
CHARACTER_NAME_204020,Remnants of Yggdrasil,이그드라실의 부산물,Casca de Yggdrasill,ユグドラシルの残滓,Restos de Yggdrasill,เศษเสี้ยวของ Yggdrasil,Sisa-sisa Yggdrasil,Останки Игдрасиля,伊格德拉西尔的树皮,世界樹殘餘物,Labi ng Yggdrasil,Dư thừa của Yggdrasil
CHARACTER_NAME_204001,Remnants of Yggdrasil (Earth),이그드라실의 부산물(대지),Casca de Yggdrasill (Terra),ユグドラシルの残滓（土）,Restos de Yggdrasill (Tierra),เศษเสี้ยวของ Yggdrasil (ธาตุดิน),Sisa-sisa Yggdrasil(tanah),Останки Игдрасиля (Земля),伊格德拉西尔的树皮（土）,世界樹殘餘物（土）,Labi ng Yggdrasil (Lupa),Dư thừa của Yggdrasil (Thổ)
CHARACTER_NAME_204011,Remnants of Yggdrasil (Earth),이그드라실의 부산물(대지),Casca de Yggdrasill (Terra),ユグドラシルの残滓（土）,Restos de Yggdrasill (Tierra),เศษเสี้ยวของ Yggdrasil (ธาตุดิน),Sisa-sisa Yggdrasil(tanah),Останки Игдрасиля (Земля),伊格德拉西尔的树皮（土）,世界樹殘餘物（土）,Labi ng Yggdrasil (Lupa),Dư thừa của Yggdrasil (Thổ)
CHARACTER_NAME_204021,Remnants of Yggdrasil (Earth),이그드라실의 부산물(대지),Casca de Yggdrasill (Terra),ユグドラシルの残滓（土）,Restos de Yggdrasill (Tierra),เศษเสี้ยวของ Yggdrasil (ธาตุดิน),Sisa-sisa Yggdrasil(tanah),Останки Игдрасиля (Земля),伊格德拉西尔的树皮（土）,世界樹殘餘物（土）,Labi ng Yggdrasil (Lupa),Dư thừa của Yggdrasil (Thổ)
CHARACTER_NAME_204002,Remnants of Yggdrasil (Fire),이그드라실의 부산물(불),Casca de Yggdrasill (Fogo),ユグドラシルの残滓（火）,Restos de Yggdrasill (Fuego),เศษเสี้ยวของ Yggdrasil (ธาตุไฟ),Sisa-sisa Yggdrasil(api),Останки Игдрасиля (Огонь),伊格德拉西尔的树皮（火）,世界樹殘餘物（火）,Labi ng Yggdrasil (Apoy),Dư thừa của Yggdrasil (Hỏa)
CHARACTER_NAME_204012,Remnants of Yggdrasil (Fire),이그드라실의 부산물(불),Casca de Yggdrasill (Fogo),ユグドラシルの残滓（火）,Restos de Yggdrasill (Fuego),เศษเสี้ยวของ Yggdrasil (ธาตุไฟ),Sisa-sisa Yggdrasil(api),Останки Игдрасиля (Огонь),伊格德拉西尔的树皮（火）,世界樹殘餘物（火）,Labi ng Yggdrasil (Apoy),Dư thừa của Yggdrasil (Hỏa)
CHARACTER_NAME_204022,Remnants of Yggdrasil (Fire),이그드라실의 부산물(불),Casca de Yggdrasill (Fogo),ユグドラシルの残滓（火）,Restos de Yggdrasill (Fuego),เศษเสี้ยวของ Yggdrasil (ธาตุไฟ),Sisa-sisa Yggdrasil(api),Останки Игдрасиля (Огонь),伊格德拉西尔的树皮（火）,世界樹殘餘物（火）,Labi ng Yggdrasil (Apoy),Dư thừa của Yggdrasil (Hỏa)
CHARACTER_NAME_204003,Remnants of Yggdrasil (Wind),이그드라실의 부산물(바람),Casca de Yggdrasill (Vento),ユグドラシルの残滓（風）,Restos de Yggdrasill (Viento),เศษเสี้ยวของ Yggdrasil (ธาตุลม),Sisa-sisa Yggdrasil(angin),Останки Игдрасиля (Ветер),伊格德拉西尔的树皮（风）,世界樹殘餘物（风）,Labi ng Yggdrasil (Hangin),Dư thừa của Yggdrasil (Phong)
CHARACTER_NAME_204013,Remnants of Yggdrasil (Wind),이그드라실의 부산물(바람),Casca de Yggdrasill (Vento),ユグドラシルの残滓（風）,Restos de Yggdrasill (Viento),เศษเสี้ยวของ Yggdrasil (ธาตุลม),Sisa-sisa Yggdrasil(angin),Останки Игдрасиля (Ветер),伊格德拉西尔的树皮（风）,世界樹殘餘物（风）,Labi ng Yggdrasil (Hangin),Dư thừa của Yggdrasil (Phong)
CHARACTER_NAME_204023,Remnants of Yggdrasil (Wind),이그드라실의 부산물(바람),Casca de Yggdrasill (Vento),ユグドラシルの残滓（風）,Restos de Yggdrasill (Viento),เศษเสี้ยวของ Yggdrasil (ธาตุลม),Sisa-sisa Yggdrasil(angin),Останки Игдрасиля (Ветер),伊格德拉西尔的树皮（风）,世界樹殘餘物（风）,Labi ng Yggdrasil (Hangin),Dư thừa của Yggdrasil (Phong)
CHARACTER_NAME_204004,Remnants of Yggdrasil (Water),이그드라실의 부산물(물),Casca de Yggdrasill (Água),ユグドラシルの残滓（水）,Restos de Yggdrasill (Agua),เศษเสี้ยวของ Yggdrasil (ธาตุน้ำ),Sisa-sisa Yggdrasil(air),Останки Игдрасиля (Вода),伊格德拉西尔的树皮（水）,世界樹殘餘物（水）,Labi ng Yggdrasil (Tubig),Dư thừa của Yggdrasil (Nước)
CHARACTER_NAME_204014,Remnants of Yggdrasil (Water),이그드라실의 부산물(물),Casca de Yggdrasill (Água),ユグドラシルの残滓（水）,Restos de Yggdrasill (Agua),เศษเสี้ยวของ Yggdrasil (ธาตุน้ำ),Sisa-sisa Yggdrasil(air),Останки Игдрасиля (Вода),伊格德拉西尔的树皮（水）,世界樹殘餘物（水）,Labi ng Yggdrasil (Tubig),Dư thừa của Yggdrasil (Nước)
CHARACTER_NAME_204024,Remnants of Yggdrasil (Water),이그드라실의 부산물(물),Casca de Yggdrasill (Água),ユグドラシルの残滓（水）,Restos de Yggdrasill (Agua),เศษเสี้ยวของ Yggdrasil (ธาตุน้ำ),Sisa-sisa Yggdrasil(air),Останки Игдрасиля (Вода),伊格德拉西尔的树皮（水）,世界樹殘餘物（水）,Labi ng Yggdrasil (Tubig),Dư thừa của Yggdrasil (Nước)
CHARACTER_NAME_205000,Squire of the Wind,바람의 기사 훈련병,Estagiário de Vento,風の騎士訓練兵,Escudero del Viento,ขุนศึกแห่งสายลม,kesatria angin,Ученик Ветра,风之骑士,風之侍從,Eskudero ng Hangin,Kỵ sĩ của Gió
CHARACTER_NAME_205001,The Spirit of a Tiny Knight,아기 기사의 정령,O Espírito de um cavaleiro minúsculo,小さい騎士の精霊,El Espíritu de un Pequeño Caballero,วิญญาณของอัศวินจิ๋ว,Roh Knight kecil,Дух крошечного Найта,一个微小的骑士精神,小騎士之魂,Ang Espiritu ng Maliit na Kabalyero,Tinh linh của một Hiệp sĩ nhỏ
CHARACTER_NAME_205002,Apprentice Wizard of the Wind,바람의 견습 마법사,Mago Aprendiz do Vento,風の魔術師,Aprendiz de Mago del Viento,พ่อมดฝึกหัดแห่งสายลม,Murid Penyihir Angin,Ученик Мага Ветра,风之学徒巫师,風之巫師學徒,Nagsasanay na Salamangkero ng Hangin,Phù thủy tập sự của Gió
CHARACTER_NAME_205003,Knight of the Wind,바람의 기사,Cavaleiro do Vento,風の騎士,Caballero del Viento,อัศวินแห่งลม,kesatria angin,Рыцарь Ветра,风之骑士,風之騎士,Kabalyero ng Hangin,Hiệp sĩ của Gió
CHARACTER_NAME_205004,Gazelle,가젤,Gazela,ガゼル,Gacela,เนื้อทราย,Gazelle,Газель,瞪羚,羚羊,Gazelle,Sói đực
CHARACTER_NAME_205005,Centaur,켄타우로스,Centauro,ケンタウロス,Centauro,เซนทอร์,Centaur,Центавр,半人马,半人馬,Centaur,Kỳ lân
CHARACTER_NAME_205006,Wizard of the Wind,바람의 마법사,Mago do Vento,風の魔導士,Mago del Viento,พ่อมดแห่งสายลม,Penyihir Angin,Маг Ветра,风之向导,風之巫師,Salamangkero ng Hangin,Phù thủy của Gió
CHARACTER_NAME_205007,Fenrir,펜리르,Fenrir,フェンリル,Fenrir,เฟนเรียร์,fenrir,Фенрир,芬里尔,芬里爾,Fenrir,Fenrir
CHARACTER_NAME_206000,Short Lizard,숏 도마뱀,curto Lizard,ショートリザード,Lagarto Pequeño,กิ้งก่าสั้น,singkat Lizard,Короткий Lizard,短蜥蜴,矮蜥蜴,Bansot na Butiki,Thằn lằn ngắn
CHARACTER_NAME_206001,High Lizard,하이 도마뱀,alta Lizard,ハイリザード,Gran Lagarto,กิ้งก่าสูง,tinggi Lizard,Высокая Lizard,高蜥蜴,高蜥蜴,Matangkad na Butiki,Thằn lằn cao
CHARACTER_NAME_206002,Rock Lizard,바위 도마뱀,rocha Lizard,ロックリザード,Lagarto de Piedra,กิ้งก่าหิน,batu Lizard,Рок Ящерица,岩蜥,岩蜥蜴,Matipunong Butiki,Thằn lằn đá
CHARACTER_NAME_206003,Lizard Warrior,도마뱀 전사,lagarto Guerreiro,トカゲの戦士,Lagarto Guerrero,นักรบกิ้งก่า,Lizard prajurit,Lizard Warrior,蜥蜴战士,蜥蜴戰士,Butiking Mandirigma,Chiến binh thằn lằn
CHARACTER_NAME_206004,Chameleon,카멜레온,Camaleão,カメレオン,Camaleón,กิ้งก่าคาเมเลี่ยน,Bunglon,хамелеон,变色龙,變色龍,Hunyango,Thằn lằn biến đổi màu
CHARACTER_NAME_206005,Two-handed Axe-wielding Lizard,양손 도끼 도마뱀,lagarto machado de duas mãos,両手斧トカゲ,Lagarto con Hacha de Dos Manos,กิ้งก่าขวานสองมือ,Dua tangan kapak kadal,Двуручный топор ящерицы,双手斧蜥蜴,雙手斧蜥蜴,Butiking may dalawang palakol,Thằn lằn cầm rìu hai tay
CHARACTER_NAME_206006,Giant Lizard Warrior,거대 도마뱀 전사,Gigante Lagarto Guerreiro,ジャイアントリザードウォリアー,Lagarto Guerrero Gigante,นักรบกิ้งก่ายักษ์,Raksasa Lizard Prajurit,Guerrier Lézard géant,巨人蜥蜴战士,巨蜥戰士,Higanteng Butiking Mandirigma,Chiến binh thằn lằn khổng lồ
CHARACTER_NAME_206007,Surtr,수르트,Surtr,スルト,Surtr,เซิร์ท,Surtr,Surtr,Surtr,蘇特爾,Surtr,Surtr
CHARACTER_NAME_207000,Troll Porter,트롤 짐꾼,Troll Porter,トロールポーター,Troll Portero,ลูกหาบโทรลล์,Porter troll,Тролль Портер,巨魔波特,巨魔波特,Troll na Tagahakot,Người vận chuyển Troll
CHARACTER_NAME_207001,Troll Miner,트롤 광부,Mineiro de Troll,トロールマイナー,Troll Minero,นักขุดโทรลล์,Penambang troll,Шахтер троллей,巨魔矿工,巨魔礦工,Troll na Tagamina,Người khai thác mỏ Troll
CHARACTER_NAME_207002,Troll Scout,트롤 척후병,Scout Troll,トロールスカウト,Troll Explorador,นักสอดแนมโทรลล์,Troll Scout,Скаут троллей,巨魔侦察员,巨魔斥候,Troll na Tagamasid,Kẻ trinh sát Troll
CHARACTER_NAME_207003,Troll Doctor,트롤 의사,Médico troll,トロールドクター,Troll Doctor,แพทย์โทรลล์,Dokter troll,Доктор троллей,巨魔医生,巨魔醫生,Troll na Manggagamot,Bác sĩ Troll
CHARACTER_NAME_207004,Troll Warrior,트롤 전사,Troll Warrior,トロールウォリアー,Troll Guerrero,นักรบโทรลล์,Prajurit Troll,Воин троллей,巨魔战士,巨魔戰士,Troll na Mandirigma,Chiến binh Troll
CHARACTER_NAME_207005,Troll Engineer,트롤 기술자,Engenheiro de Troll,トロールエンジニア,Troll Ingeniero,วิศวกรโทรลล์,Insinyur Troll,Инженер троллей,巨魔工程师,巨魔工程師,Troll na Enhinyero,Kỹ sư Troll
CHARACTER_NAME_207006,Troll Aristocrat,트롤 귀족,Aristocrata troll,トロール貴族,Troll Aristócrata,โทรลล์ชั้นสูง,Troll Aristocrat,Тролль Аристократ,巨魔贵族,巨魔貴族,Troll na Aristokrata,Quý tộc Troll
CHARACTER_NAME_207007,Laufey,라우페이,Laufey,ラウフェイ,Laufey,เลเฟวย์,Laufey,Лауфи,劳菲,勞菲,Laufey,Laufey
CHARACTER_NAME_900001,Fenrir of the Abyss,심연의 펜리르,Fenrir do Abismo,深淵のフェンリル,Fenrir del Abismo,เฟนเรียร์แห่งอเวจี,Fenrir dari Abyss,Фенрир Бездны,深渊的芬里尔,深淵芬里爾,Fenrir ng Bangin,Fenrir của Vực sâu
CHARACTER_NAME_900002,Saehrimnir of the Abyss,심연의 제림니르,Saehrimnir do Abismo,深淵のセーフリームニル,Saehrimnir del Abismo,Saehrimnir แห่งอเวจี,Saehrimnir dari Abyss,Сэримнир Бездны,深渊的沙赫利姆尼尔,深淵薩赫里姆尼爾,Saehrimnir ng Bangin,Saehrimnir của Vực sâu
CHARACTER_NAME_208000,Ice Yggdrasil Leaf,얼음 이그드라실 잎사귀,Folha de gelo yggdrasil,アイスユグドラシルリーフ,Hoja de Hielo de Yggdrasil,ใบน้ำแข็ง yggdrasil,ICE YGGGDRASIL Daun,Ледяной лист иггдрасиль,冰yggdrasil叶,冰之世界樹葉,Nagyelong Dahon ng Yggdrasil,Lá Yggdrasil băng
CHARACTER_NAME_208001,Ice Pig Warrior,얼음 돼지 전사,Guerreiro do porco de gelo,アイスピッグウォリアー,Guerrero Cerdo de Hielo,นักรบน้ำแข็งเผ่าหมู,Prajurit Ice Pig,Ледяная свинья воин,冰猪战士,冰豬戰士,Nagyelong Baboy na Mandirigma,Chiến binh lợn băng
CHARACTER_NAME_208002,Ice Fox Shaman,얼음 여우 주술사,Xamã de raposa de gelo,アイスフォックスシャーマン,Chamán Zorro de Hielo,หมอผีน้ำแข็งเผ่าจิ้งจอก,Dukun Es Fox,Ice Fox Shaman,冰狐巫师,冰狐薩滿,Nagyelong Babaylang Soro,Shaman cáo băng
CHARACTER_NAME_208003,Ice Yggdrasil Vine,얼음 이그드라실의 덩굴,Gelo yggdrasil videira,アイスユグドラシルヴァイン,Enredadera de Hielo de Yggdrasil,เถาวัลย์น้ำแข็ง Yggdrasil,Ice Yggdrasil Vine,Ледяная виноградная лоза,ICE YGGDRASIL VINE,冰之世界樹藤,Nagyelong Baging ng Yggdrasil,Cây măng Yggdrasil băng
CHARACTER_NAME_208004,Ice Statue,얼음 석상,Estátua de gelo,氷の像,Estatua de Hielo,รูปปั้นน้ำแข็ง,Patung es,Ледяная статуя,冰雕像,冰雕,Nagyelong Rebulto,Tượng băng
CHARACTER_NAME_208005,Riding Warrior,라이딩 전사,Riding Warrior,ライディングウォリアー,Jinete de Batalla,นักรบขี่ม้า,Warrior mengendarai,Воина верховой езды,骑士战士,騎武士,Nakasakay na Mandirigma,Chiến binh cưỡi
CHARACTER_NAME_208006,Soul Dominator,영혼 지배자,Dominador de Soul,ソウルドミネーター,Dominador de Almas,ผู้ควบคุมวิญญาณ,Dominator Jiwa,Душевный доминатор,灵魂统治者,靈魂主宰者,Soul Dominator,Nhân vật quyền lực hồn
CHARACTER_NAME_208007,Jormungandr,요르문간드,Jormungandr,ヨルムンガンド,Jormungandr,ยอร์มุงกันเดอร์,Jormungandr,Jormungandr,Jormungandr,耶蒙甘德爾,Jormungandr,Jormungandr
CHARACTER_NAME_209000,Ganglati,강글라티,Anglerati,ガングラティ,Anglerati,แองเกลราตี,Anglerati,Англерати,Anglerati,Anglerati,Anglerati,Ganglati
CHARACTER_NAME_209001,Ganglöt,강글로트,Anglerote,ガングレト,Anglerote,แองเกลโรท,Anglerote,Англерот,Anglerote,Anglerote,Anglerote,Ganglöt
CHARACTER_NAME_209002,Helhest,헬헤스트,Helheist,ヘルヘスト,Helheist,เฮลไฮสต์,Helheist,Хельхейст,Helheist,Helheist,Helheist,Helhest
CHARACTER_NAME_209003,Hrím,흐림,Desfoque,フリム,Desenfoque,ฝุ่น,Kabur,Размытие,模糊,模糊,Blur,Hrím
CHARACTER_NAME_209004,Modgud,모드구드,Moodgud,モドグド,Moodgud,Moodgud,Moodgud,Мудгуд,Moodgud,Moodgud,Moodgud,Modgud
CHARACTER_NAME_209005,Hrímgrímnir,흐림그림니르,Blurgrimnir,フリムグリームニル,Borrosogrím,ฝุ่นกริมนีล์,Blurgrimnir,Блюргримнир,模糊格里尼尔,模糊格里尼爾,Blurgrimnir,Hrímgrímnir
CHARACTER_NAME_209006,Garmr,가름,Garam,ガルム,Garum,Garam,Garam,Гарам,Garam,Garam,Garam,Garmr
CHARACTER_NAME_209007,Hella,헬라,Hera,ヘラ,Hera,เฮร่า,Hera,Гера,赫拉,赫拉,Hera,Hella
